"","X","condition","dataset","sample","TNR","dbl_exp","dbl_act"
"1159",1279,"hybrid","Goyal et al. 2","4-5nMT100nMP",0.945178170944431,0.05,0.08
"1160",1280,"hybrid","Goyal et al. 2","4-5nMT100nMP",0.945178170944431,0.08,0.08
"1161",1281,"hybrid","Goyal et al. 2","4-5nMT100nMP",0.945178170944431,0.1,0.08
"1162",1282,"hybrid","Goyal et al. 2","4-5nMT100nMP",0.945178170944431,0.15,0.08
"1163",1283,"hybrid","Goyal et al. 2","4-5nMT100nMP",0.945178170944431,0.2,0.08
"1164",1284,"hybrid","Goyal et al. 2","4-5nMT100nMP",0.945178170944431,0.25,0.08
"1165",1285,"hybrid","Goyal et al. 3","DMSO-FM3-1uMPLX",0.943184649887864,0.05,0.08
"1166",1286,"hybrid","Goyal et al. 3","DMSO-FM3-1uMPLX",0.942187889359581,0.08,0.08
"1167",1287,"hybrid","Goyal et al. 3","DMSO-FM3-1uMPLX",0.944181410416148,0.1,0.08
"1168",1288,"hybrid","Goyal et al. 3","DMSO-FM3-1uMPLX",0.944181410416148,0.15,0.08
"1169",1289,"hybrid","Goyal et al. 3","DMSO-FM3-1uMPLX",0.941938699227511,0.2,0.08
"1170",1290,"hybrid","Goyal et al. 3","DMSO-FM3-1uMPLX",0.940941938699227,0.25,0.08
"1171",1291,"hybrid","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.940892298948565,0.05,0.08
"1172",1292,"hybrid","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.943165672065928,0.08,0.08
"1173",1293,"hybrid","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.943449843705598,0.1,0.08
"1174",1294,"hybrid","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.943449843705598,0.15,0.08
"1175",1295,"hybrid","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.941176470588235,0.2,0.08
"1176",1296,"hybrid","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.941744813867576,0.25,0.08
"1177",1297,"hybrid","Goyal et al. 4","BC18_B1",0.94047619047619,0.05,0.08
"1178",1298,"hybrid","Goyal et al. 4","BC18_B1",0.94212962962963,0.08,0.08
"1179",1299,"hybrid","Goyal et al. 4","BC18_B1",0.939153439153439,0.1,0.08
"1180",1300,"hybrid","Goyal et al. 4","BC18_B1",0.939484126984127,0.15,0.08
"1181",1301,"hybrid","Goyal et al. 4","BC18_B1",0.940806878306878,0.2,0.08
"1182",1302,"hybrid","Goyal et al. 4","BC18_B1",0.938822751322751,0.25,0.08
"1183",1303,"hybrid","Goyal et al. 4","BC18_B2",0.939237348538845,0.05,0.08
"1184",1304,"hybrid","Goyal et al. 4","BC18_B2",0.940306486101212,0.08,0.08
"1185",1305,"hybrid","Goyal et al. 4","BC18_B2",0.938702779757662,0.1,0.08
"1186",1306,"hybrid","Goyal et al. 4","BC18_B2",0.937455452601568,0.15,0.08
"1187",1307,"hybrid","Goyal et al. 4","BC18_B2",0.938702779757662,0.2,0.08
"1188",1308,"hybrid","Goyal et al. 4","BC18_B2",0.940128296507484,0.25,0.08
"1189",1309,"hybrid","Goyal et al. 5","FM05-250nMPLX-A1",0.944434644558123,0.05,0.08
"1190",1310,"hybrid","Goyal et al. 5","FM05-250nMPLX-A1",0.946375022049744,0.08,0.08
"1191",1311,"hybrid","Goyal et al. 5","FM05-250nMPLX-A1",0.945140236373258,0.1,0.08
"1192",1312,"hybrid","Goyal et al. 5","FM05-250nMPLX-A1",0.943905450696772,0.15,0.08
"1193",1313,"hybrid","Goyal et al. 5","FM05-250nMPLX-A1",0.947080613864879,0.2,0.08
"1194",1314,"hybrid","Goyal et al. 5","FM05-250nMPLX-A1",0.944258246604339,0.25,0.08
"1195",1315,"hybrid","Goyal et al. 5","FM05-250nMPLX-A2",0.94304010785305,0.05,0.08
"1196",1316,"hybrid","Goyal et al. 5","FM05-250nMPLX-A2",0.941017863161443,0.08,0.08
"1197",1317,"hybrid","Goyal et al. 5","FM05-250nMPLX-A2",0.94118638355241,0.1,0.08
"1198",1318,"hybrid","Goyal et al. 5","FM05-250nMPLX-A2",0.942197505898214,0.15,0.08
"1199",1319,"hybrid","Goyal et al. 5","FM05-250nMPLX-A2",0.940175261206606,0.2,0.08
"1200",1320,"hybrid","Goyal et al. 5","FM05-250nMPLX-A2",0.940512301988541,0.25,0.08
"1201",1321,"hybrid","Goyal et al. 6","FM06-WM989Naive-1",0.9459972394755,0.05,0.08
"1202",1322,"hybrid","Goyal et al. 6","FM06-WM989Naive-1",0.946342305037957,0.08,0.08
"1203",1323,"hybrid","Goyal et al. 6","FM06-WM989Naive-1",0.94496204278813,0.1,0.08
"1204",1324,"hybrid","Goyal et al. 6","FM06-WM989Naive-1",0.946514837819186,0.15,0.08
"1205",1325,"hybrid","Goyal et al. 6","FM06-WM989Naive-1",0.946514837819186,0.2,0.08
"1206",1326,"hybrid","Goyal et al. 6","FM06-WM989Naive-1",0.945134575569358,0.25,0.08
"1207",1327,"hybrid","Goyal et al. 6","FM06-WM989Naive-2",0.944161478966233,0.05,0.08
"1208",1328,"hybrid","Goyal et al. 6","FM06-WM989Naive-2",0.944916053574797,0.08,0.08
"1209",1329,"hybrid","Goyal et al. 6","FM06-WM989Naive-2",0.943218260705527,0.1,0.08
"1210",1330,"hybrid","Goyal et al. 6","FM06-WM989Naive-2",0.942840973401245,0.15,0.08
"1211",1331,"hybrid","Goyal et al. 6","FM06-WM989Naive-2",0.944350122618374,0.2,0.08
"1212",1332,"hybrid","Goyal et al. 6","FM06-WM989Naive-2",0.943972835314092,0.25,0.08
"1213",1333,"hybrid","Goyal et al. 8","run1_sample3",0.938116591928251,0.05,0.08
"1214",1334,"hybrid","Goyal et al. 8","run1_sample3",0.940807174887892,0.08,0.08
"1215",1335,"hybrid","Goyal et al. 8","run1_sample3",0.939013452914798,0.1,0.08
"1216",1336,"hybrid","Goyal et al. 8","run1_sample3",0.93542600896861,0.15,0.08
"1217",1337,"hybrid","Goyal et al. 8","run1_sample3",0.939013452914798,0.2,0.08
"1218",1338,"hybrid","Goyal et al. 8","run1_sample3",0.93542600896861,0.25,0.08
"1219",1339,"hybrid","Goyal et al. 8","run1_sample4",0.935993975903614,0.05,0.08
"1220",1340,"hybrid","Goyal et al. 8","run1_sample4",0.935240963855422,0.08,0.08
"1221",1341,"hybrid","Goyal et al. 8","run1_sample4",0.935993975903614,0.1,0.08
"1222",1342,"hybrid","Goyal et al. 8","run1_sample4",0.935240963855422,0.15,0.08
"1223",1343,"hybrid","Goyal et al. 8","run1_sample4",0.935993975903614,0.2,0.08
"1224",1344,"hybrid","Goyal et al. 8","run1_sample4",0.935240963855422,0.25,0.08
"1225",1345,"hybrid","LARRY","LK_d2",0.943907156673114,0.05,0.08
"1226",1346,"hybrid","LARRY","LK_d2",0.940038684719536,0.08,0.08
"1227",1347,"hybrid","LARRY","LK_d2",0.940038684719536,0.1,0.08
"1228",1348,"hybrid","LARRY","LK_d2",0.940038684719536,0.15,0.08
"1229",1349,"hybrid","LARRY","LK_d2",0.940038684719536,0.2,0.08
"1230",1350,"hybrid","LARRY","LK_d2",0.940038684719536,0.25,0.08
"1231",1351,"hybrid","LARRY","LK_d4_1",0.948402948402948,0.05,0.08
"1232",1352,"hybrid","LARRY","LK_d4_1",0.946437346437346,0.08,0.08
"1233",1353,"hybrid","LARRY","LK_d4_1",0.946437346437346,0.1,0.08
"1234",1354,"hybrid","LARRY","LK_d4_1",0.946437346437346,0.15,0.08
"1235",1355,"hybrid","LARRY","LK_d4_1",0.946437346437346,0.2,0.08
"1236",1356,"hybrid","LARRY","LK_d4_1",0.946437346437346,0.25,0.08
"1237",1357,"hybrid","LARRY","LK_d4_2",0.949767834529337,0.05,0.08
"1238",1358,"hybrid","LARRY","LK_d4_2",0.947235120303926,0.08,0.08
"1239",1359,"hybrid","LARRY","LK_d4_2",0.947235120303926,0.1,0.08
"1240",1360,"hybrid","LARRY","LK_d4_2",0.947235120303926,0.15,0.08
"1241",1361,"hybrid","LARRY","LK_d4_2",0.947235120303926,0.2,0.08
"1242",1362,"hybrid","LARRY","LK_d4_2",0.947235120303926,0.25,0.08
"1243",1363,"hybrid","LARRY","LK_d6_1_1",0.942703067071116,0.05,0.08
"1244",1364,"hybrid","LARRY","LK_d6_1_1",0.940343781597573,0.08,0.08
"1245",1365,"hybrid","LARRY","LK_d6_1_1",0.940343781597573,0.1,0.08
"1246",1366,"hybrid","LARRY","LK_d6_1_1",0.940343781597573,0.15,0.08
"1247",1367,"hybrid","LARRY","LK_d6_1_1",0.940343781597573,0.2,0.08
"1248",1368,"hybrid","LARRY","LK_d6_1_1",0.940343781597573,0.25,0.08
"1249",1369,"hybrid","LARRY","LK_d6_1_2",0.95005239259518,0.05,0.08
"1250",1370,"hybrid","LARRY","LK_d6_1_2",0.952497380370241,0.08,0.08
"1251",1371,"hybrid","LARRY","LK_d6_1_2",0.952497380370241,0.1,0.08
"1252",1372,"hybrid","LARRY","LK_d6_1_2",0.952497380370241,0.15,0.08
"1253",1373,"hybrid","LARRY","LK_d6_1_2",0.952497380370241,0.2,0.08
"1254",1374,"hybrid","LARRY","LK_d6_1_2",0.952497380370241,0.25,0.08
"1255",1375,"hybrid","LARRY","LK_d6_2_1",0.945162417045058,0.05,0.08
"1256",1376,"hybrid","LARRY","LK_d6_2_1",0.943765281173594,0.08,0.08
"1257",1377,"hybrid","LARRY","LK_d6_2_1",0.943765281173594,0.1,0.08
"1258",1378,"hybrid","LARRY","LK_d6_2_1",0.943765281173594,0.15,0.08
"1259",1379,"hybrid","LARRY","LK_d6_2_1",0.943765281173594,0.2,0.08
"1260",1380,"hybrid","LARRY","LK_d6_2_1",0.943765281173594,0.25,0.08
"1261",1381,"hybrid","LARRY","LK_d6_2_2",0.952076677316294,0.05,0.08
"1262",1382,"hybrid","LARRY","LK_d6_2_2",0.952431664891729,0.08,0.08
"1263",1383,"hybrid","LARRY","LK_d6_2_2",0.952431664891729,0.1,0.08
"1264",1384,"hybrid","LARRY","LK_d6_2_2",0.952431664891729,0.15,0.08
"1265",1385,"hybrid","LARRY","LK_d6_2_2",0.952431664891729,0.2,0.08
"1266",1386,"hybrid","LARRY","LK_d6_2_2",0.952431664891729,0.25,0.08
"1267",1387,"hybrid","LARRY","d2_1",0.933933933933934,0.05,0.08
"1268",1388,"hybrid","LARRY","d2_1",0.933933933933934,0.08,0.08
"1269",1389,"hybrid","LARRY","d2_1",0.933933933933934,0.1,0.08
"1270",1390,"hybrid","LARRY","d2_1",0.933933933933934,0.15,0.08
"1271",1391,"hybrid","LARRY","d2_1",0.933933933933934,0.2,0.08
"1272",1392,"hybrid","LARRY","d2_1",0.933933933933934,0.25,0.08
"1273",1393,"hybrid","LARRY","d2_2",0.933333333333333,0.05,0.08
"1274",1394,"hybrid","LARRY","d2_2",0.933333333333333,0.08,0.08
"1275",1395,"hybrid","LARRY","d2_2",0.933333333333333,0.1,0.08
"1276",1396,"hybrid","LARRY","d2_2",0.933333333333333,0.15,0.08
"1277",1397,"hybrid","LARRY","d2_2",0.933333333333333,0.2,0.08
"1278",1398,"hybrid","LARRY","d2_2",0.933333333333333,0.25,0.08
"1279",1399,"hybrid","LARRY","d2_3",0.934782608695652,0.05,0.08
"1280",1400,"hybrid","LARRY","d2_3",0.934782608695652,0.08,0.08
"1281",1401,"hybrid","LARRY","d2_3",0.934782608695652,0.1,0.08
"1282",1402,"hybrid","LARRY","d2_3",0.934782608695652,0.15,0.08
"1283",1403,"hybrid","LARRY","d2_3",0.934782608695652,0.2,0.08
"1284",1404,"hybrid","LARRY","d2_3",0.934782608695652,0.25,0.08
"1285",1405,"hybrid","LARRY","d4_L_1",0.947826086956522,0.05,0.08
"1286",1406,"hybrid","LARRY","d4_L_1",0.947826086956522,0.08,0.08
"1287",1407,"hybrid","LARRY","d4_L_1",0.947826086956522,0.1,0.08
"1288",1408,"hybrid","LARRY","d4_L_1",0.947826086956522,0.15,0.08
"1289",1409,"hybrid","LARRY","d4_L_1",0.947826086956522,0.2,0.08
"1290",1410,"hybrid","LARRY","d4_L_1",0.947826086956522,0.25,0.08
"1291",1411,"hybrid","LARRY","d4_L_2",0.953290870488323,0.05,0.08
"1292",1412,"hybrid","LARRY","d4_L_2",0.953290870488323,0.08,0.08
"1293",1413,"hybrid","LARRY","d4_L_2",0.953290870488323,0.1,0.08
"1294",1414,"hybrid","LARRY","d4_L_2",0.953290870488323,0.15,0.08
"1295",1415,"hybrid","LARRY","d4_L_2",0.953290870488323,0.2,0.08
"1296",1416,"hybrid","LARRY","d4_L_2",0.953290870488323,0.25,0.08
"1297",1423,"hybrid","LARRY","d4_R_1",0.937391304347826,0.05,0.08
"1298",1424,"hybrid","LARRY","d4_R_1",0.937391304347826,0.08,0.08
"1299",1425,"hybrid","LARRY","d4_R_1",0.937391304347826,0.1,0.08
"1300",1426,"hybrid","LARRY","d4_R_1",0.937391304347826,0.15,0.08
"1301",1427,"hybrid","LARRY","d4_R_1",0.937391304347826,0.2,0.08
"1302",1428,"hybrid","LARRY","d4_R_1",0.937391304347826,0.25,0.08
"1303",1435,"hybrid","LARRY","d6_L_1",0.938215102974828,0.05,0.08
"1304",1436,"hybrid","LARRY","d6_L_1",0.938215102974828,0.08,0.08
"1305",1437,"hybrid","LARRY","d6_L_1",0.938215102974828,0.1,0.08
"1306",1438,"hybrid","LARRY","d6_L_1",0.938215102974828,0.15,0.08
"1307",1439,"hybrid","LARRY","d6_L_1",0.938215102974828,0.2,0.08
"1308",1440,"hybrid","LARRY","d6_L_1",0.938215102974828,0.25,0.08
"1309",1441,"hybrid","LARRY","d6_L_2",0.949096880131363,0.05,0.08
"1310",1442,"hybrid","LARRY","d6_L_2",0.949096880131363,0.08,0.08
"1311",1443,"hybrid","LARRY","d6_L_2",0.949096880131363,0.1,0.08
"1312",1444,"hybrid","LARRY","d6_L_2",0.949096880131363,0.15,0.08
"1313",1445,"hybrid","LARRY","d6_L_2",0.949096880131363,0.2,0.08
"1314",1446,"hybrid","LARRY","d6_L_2",0.949096880131363,0.25,0.08
"1315",1447,"hybrid","LARRY","d6_R_1",0.943511450381679,0.05,0.08
"1316",1448,"hybrid","LARRY","d6_R_1",0.943511450381679,0.08,0.08
"1317",1449,"hybrid","LARRY","d6_R_1",0.943511450381679,0.1,0.08
"1318",1450,"hybrid","LARRY","d6_R_1",0.943511450381679,0.15,0.08
"1319",1451,"hybrid","LARRY","d6_R_1",0.943511450381679,0.2,0.08
"1320",1452,"hybrid","LARRY","d6_R_1",0.943511450381679,0.25,0.08
"1321",1453,"hybrid","LARRY","d6_R_2",0.939950980392157,0.05,0.08
"1322",1454,"hybrid","LARRY","d6_R_2",0.939950980392157,0.08,0.08
"1323",1455,"hybrid","LARRY","d6_R_2",0.939950980392157,0.1,0.08
"1324",1456,"hybrid","LARRY","d6_R_2",0.939950980392157,0.15,0.08
"1325",1457,"hybrid","LARRY","d6_R_2",0.939950980392157,0.2,0.08
"1326",1458,"hybrid","LARRY","d6_R_2",0.939950980392157,0.25,0.08
"1327",1459,"hybrid","LARRY","d6_R_3",0.954113924050633,0.05,0.08
"1328",1460,"hybrid","LARRY","d6_R_3",0.954113924050633,0.08,0.08
"1329",1461,"hybrid","LARRY","d6_R_3",0.954113924050633,0.1,0.08
"1330",1462,"hybrid","LARRY","d6_R_3",0.954113924050633,0.15,0.08
"1331",1463,"hybrid","LARRY","d6_R_3",0.954113924050633,0.2,0.08
"1332",1464,"hybrid","LARRY","d6_R_3",0.954113924050633,0.25,0.08
"1333",1465,"hybrid","LARRY","LSK_d2_1",0.939345570630487,0.05,0.08
"1334",1466,"hybrid","LARRY","LSK_d2_1",0.939345570630487,0.08,0.08
"1335",1467,"hybrid","LARRY","LSK_d2_1",0.939345570630487,0.1,0.08
"1336",1468,"hybrid","LARRY","LSK_d2_1",0.939345570630487,0.15,0.08
"1337",1469,"hybrid","LARRY","LSK_d2_1",0.939345570630487,0.2,0.08
"1338",1470,"hybrid","LARRY","LSK_d2_1",0.939345570630487,0.25,0.08
"1339",1471,"hybrid","LARRY","LSK_d2_2",0.936886395511921,0.05,0.08
"1340",1472,"hybrid","LARRY","LSK_d2_2",0.936886395511921,0.08,0.08
"1341",1473,"hybrid","LARRY","LSK_d2_2",0.936886395511921,0.1,0.08
"1342",1474,"hybrid","LARRY","LSK_d2_2",0.936886395511921,0.15,0.08
"1343",1475,"hybrid","LARRY","LSK_d2_2",0.936886395511921,0.2,0.08
"1344",1476,"hybrid","LARRY","LSK_d2_2",0.936886395511921,0.25,0.08
"1345",1477,"hybrid","LARRY","LSK_d2_3",0.944728761514841,0.05,0.08
"1346",1478,"hybrid","LARRY","LSK_d2_3",0.944728761514841,0.08,0.08
"1347",1479,"hybrid","LARRY","LSK_d2_3",0.944728761514841,0.1,0.08
"1348",1480,"hybrid","LARRY","LSK_d2_3",0.944728761514841,0.15,0.08
"1349",1481,"hybrid","LARRY","LSK_d2_3",0.944728761514841,0.2,0.08
"1350",1482,"hybrid","LARRY","LSK_d2_3",0.944728761514841,0.25,0.08
"1351",1483,"hybrid","LARRY","LSK_d4_1_1",0.9282982791587,0.05,0.08
"1352",1484,"hybrid","LARRY","LSK_d4_1_1",0.9282982791587,0.08,0.08
"1353",1485,"hybrid","LARRY","LSK_d4_1_1",0.9282982791587,0.1,0.08
"1354",1486,"hybrid","LARRY","LSK_d4_1_1",0.9282982791587,0.15,0.08
"1355",1487,"hybrid","LARRY","LSK_d4_1_1",0.9282982791587,0.2,0.08
"1356",1488,"hybrid","LARRY","LSK_d4_1_1",0.9282982791587,0.25,0.08
"1357",1489,"hybrid","LARRY","LSK_d4_1_2",0.930789707187223,0.05,0.08
"1358",1490,"hybrid","LARRY","LSK_d4_1_2",0.930789707187223,0.08,0.08
"1359",1491,"hybrid","LARRY","LSK_d4_1_2",0.930789707187223,0.1,0.08
"1360",1492,"hybrid","LARRY","LSK_d4_1_2",0.930789707187223,0.15,0.08
"1361",1493,"hybrid","LARRY","LSK_d4_1_2",0.930789707187223,0.2,0.08
"1362",1494,"hybrid","LARRY","LSK_d4_1_2",0.930789707187223,0.25,0.08
"1363",1495,"hybrid","LARRY","LSK_d4_1_3",0.935532233883059,0.05,0.08
"1364",1496,"hybrid","LARRY","LSK_d4_1_3",0.935532233883059,0.08,0.08
"1365",1497,"hybrid","LARRY","LSK_d4_1_3",0.935532233883059,0.1,0.08
"1366",1498,"hybrid","LARRY","LSK_d4_1_3",0.935532233883059,0.15,0.08
"1367",1499,"hybrid","LARRY","LSK_d4_1_3",0.935532233883059,0.2,0.08
"1368",1500,"hybrid","LARRY","LSK_d4_1_3",0.935532233883059,0.25,0.08
"1369",1501,"hybrid","LARRY","LSK_d4_2_1",0.946462715105163,0.05,0.08
"1370",1502,"hybrid","LARRY","LSK_d4_2_1",0.946462715105163,0.08,0.08
"1371",1503,"hybrid","LARRY","LSK_d4_2_1",0.946462715105163,0.1,0.08
"1372",1504,"hybrid","LARRY","LSK_d4_2_1",0.946462715105163,0.15,0.08
"1373",1505,"hybrid","LARRY","LSK_d4_2_1",0.946462715105163,0.2,0.08
"1374",1506,"hybrid","LARRY","LSK_d4_2_1",0.946462715105163,0.25,0.08
"1375",1507,"hybrid","LARRY","LSK_d4_2_2",0.938858695652174,0.05,0.08
"1376",1508,"hybrid","LARRY","LSK_d4_2_2",0.938858695652174,0.08,0.08
"1377",1509,"hybrid","LARRY","LSK_d4_2_2",0.938858695652174,0.1,0.08
"1378",1510,"hybrid","LARRY","LSK_d4_2_2",0.938858695652174,0.15,0.08
"1379",1511,"hybrid","LARRY","LSK_d4_2_2",0.938858695652174,0.2,0.08
"1380",1512,"hybrid","LARRY","LSK_d4_2_2",0.938858695652174,0.25,0.08
"1381",1513,"hybrid","LARRY","LSK_d4_2_3",0.937033968516984,0.05,0.08
"1382",1514,"hybrid","LARRY","LSK_d4_2_3",0.937033968516984,0.08,0.08
"1383",1515,"hybrid","LARRY","LSK_d4_2_3",0.937033968516984,0.1,0.08
"1384",1516,"hybrid","LARRY","LSK_d4_2_3",0.937033968516984,0.15,0.08
"1385",1517,"hybrid","LARRY","LSK_d4_2_3",0.937033968516984,0.2,0.08
"1386",1518,"hybrid","LARRY","LSK_d4_2_3",0.937033968516984,0.25,0.08
"1387",1519,"hybrid","LARRY","LSK_d6_1_1",0.948658649398705,0.05,0.08
"1388",1520,"hybrid","LARRY","LSK_d6_1_1",0.948658649398705,0.08,0.08
"1389",1521,"hybrid","LARRY","LSK_d6_1_1",0.948658649398705,0.1,0.08
"1390",1522,"hybrid","LARRY","LSK_d6_1_1",0.948658649398705,0.15,0.08
"1391",1523,"hybrid","LARRY","LSK_d6_1_1",0.948658649398705,0.2,0.08
"1392",1524,"hybrid","LARRY","LSK_d6_1_1",0.948658649398705,0.25,0.08
"1393",1525,"hybrid","LARRY","LSK_d6_1_2",0.947010869565217,0.05,0.08
"1394",1526,"hybrid","LARRY","LSK_d6_1_2",0.947010869565217,0.08,0.08
"1395",1527,"hybrid","LARRY","LSK_d6_1_2",0.947010869565217,0.1,0.08
"1396",1528,"hybrid","LARRY","LSK_d6_1_2",0.947010869565217,0.15,0.08
"1397",1529,"hybrid","LARRY","LSK_d6_1_2",0.947010869565217,0.2,0.08
"1398",1530,"hybrid","LARRY","LSK_d6_1_2",0.947010869565217,0.25,0.08
"1399",1531,"hybrid","LARRY","LSK_d6_1_3",0.95018115942029,0.05,0.08
"1400",1532,"hybrid","LARRY","LSK_d6_1_3",0.95018115942029,0.08,0.08
"1401",1533,"hybrid","LARRY","LSK_d6_1_3",0.95018115942029,0.1,0.08
"1402",1534,"hybrid","LARRY","LSK_d6_1_3",0.95018115942029,0.15,0.08
"1403",1535,"hybrid","LARRY","LSK_d6_1_3",0.95018115942029,0.2,0.08
"1404",1536,"hybrid","LARRY","LSK_d6_1_3",0.95018115942029,0.25,0.08
"1405",1537,"hybrid","LARRY","LSK_d6_2_1",0.949443882709808,0.05,0.08
"1406",1538,"hybrid","LARRY","LSK_d6_2_1",0.949443882709808,0.08,0.08
"1407",1539,"hybrid","LARRY","LSK_d6_2_1",0.949443882709808,0.1,0.08
"1408",1540,"hybrid","LARRY","LSK_d6_2_1",0.949443882709808,0.15,0.08
"1409",1541,"hybrid","LARRY","LSK_d6_2_1",0.949443882709808,0.2,0.08
"1410",1542,"hybrid","LARRY","LSK_d6_2_1",0.949443882709808,0.25,0.08
"1411",1543,"hybrid","LARRY","LSK_d6_2_2",0.947244711412902,0.05,0.08
"1412",1544,"hybrid","LARRY","LSK_d6_2_2",0.947244711412902,0.08,0.08
"1413",1545,"hybrid","LARRY","LSK_d6_2_2",0.947244711412902,0.1,0.08
"1414",1546,"hybrid","LARRY","LSK_d6_2_2",0.947244711412902,0.15,0.08
"1415",1547,"hybrid","LARRY","LSK_d6_2_2",0.947244711412902,0.2,0.08
"1416",1548,"hybrid","LARRY","LSK_d6_2_2",0.947244711412902,0.25,0.08
"1417",1549,"hybrid","LARRY","LSK_d6_2_3",0.943361188486537,0.05,0.08
"1418",1550,"hybrid","LARRY","LSK_d6_2_3",0.943361188486537,0.08,0.08
"1419",1551,"hybrid","LARRY","LSK_d6_2_3",0.943361188486537,0.1,0.08
"1420",1552,"hybrid","LARRY","LSK_d6_2_3",0.943361188486537,0.15,0.08
"1421",1553,"hybrid","LARRY","LSK_d6_2_3",0.943361188486537,0.2,0.08
"1422",1554,"hybrid","LARRY","LSK_d6_2_3",0.943361188486537,0.25,0.08
"1423",1555,"hybrid","Jiang et al.","10kbarsiblingA",0.935637663885578,0.05,0.08
"1424",1556,"hybrid","Jiang et al.","10kbarsiblingA",0.935637663885578,0.08,0.08
"1425",1557,"hybrid","Jiang et al.","10kbarsiblingA",0.936233611442193,0.1,0.08
"1426",1558,"hybrid","Jiang et al.","10kbarsiblingA",0.938021454112038,0.15,0.08
"1427",1559,"hybrid","Jiang et al.","10kbarsiblingA",0.936233611442193,0.2,0.08
"1428",1560,"hybrid","Jiang et al.","10kbarsiblingA",0.938021454112038,0.25,0.08
"1429",1561,"hybrid","Jiang et al.","10kbarsiblingB",0.950197628458498,0.05,0.08
"1430",1562,"hybrid","Jiang et al.","10kbarsiblingB",0.949407114624506,0.08,0.08
"1431",1563,"hybrid","Jiang et al.","10kbarsiblingB",0.949407114624506,0.1,0.08
"1432",1564,"hybrid","Jiang et al.","10kbarsiblingB",0.949407114624506,0.15,0.08
"1433",1565,"hybrid","Jiang et al.","10kbarsiblingB",0.949407114624506,0.2,0.08
"1434",1566,"hybrid","Jiang et al.","10kbarsiblingB",0.949407114624506,0.25,0.08
"1435",1597,"hybrid","SPLINTR","chemoDay2_1",0.949843260188088,0.05,0.08
"1436",1598,"hybrid","SPLINTR","chemoDay2_1",0.947492163009404,0.08,0.08
"1437",1599,"hybrid","SPLINTR","chemoDay2_1",0.947492163009404,0.1,0.08
"1438",1600,"hybrid","SPLINTR","chemoDay2_1",0.947492163009404,0.15,0.08
"1439",1601,"hybrid","SPLINTR","chemoDay2_1",0.947492163009404,0.2,0.08
"1440",1602,"hybrid","SPLINTR","chemoDay2_1",0.947492163009404,0.25,0.08
"1441",1603,"hybrid","SPLINTR","chemoDay2_2",0.939958592132505,0.05,0.08
"1442",1604,"hybrid","SPLINTR","chemoDay2_2",0.938923395445135,0.08,0.08
"1443",1605,"hybrid","SPLINTR","chemoDay2_2",0.938923395445135,0.1,0.08
"1444",1606,"hybrid","SPLINTR","chemoDay2_2",0.938923395445135,0.15,0.08
"1445",1607,"hybrid","SPLINTR","chemoDay2_2",0.938923395445135,0.2,0.08
"1446",1608,"hybrid","SPLINTR","chemoDay2_2",0.938923395445135,0.25,0.08
"1447",1609,"hybrid","SPLINTR","chemoDay5_1",0.952738990332975,0.05,0.08
"1448",1610,"hybrid","SPLINTR","chemoDay5_1",0.951664876476907,0.08,0.08
"1449",1611,"hybrid","SPLINTR","chemoDay5_1",0.951664876476907,0.1,0.08
"1450",1612,"hybrid","SPLINTR","chemoDay5_1",0.951664876476907,0.15,0.08
"1451",1613,"hybrid","SPLINTR","chemoDay5_1",0.951664876476907,0.2,0.08
"1452",1614,"hybrid","SPLINTR","chemoDay5_1",0.951664876476907,0.25,0.08
"1453",1615,"hybrid","SPLINTR","chemoDay5_2",0.95260663507109,0.05,0.08
"1454",1616,"hybrid","SPLINTR","chemoDay5_2",0.95260663507109,0.08,0.08
"1455",1617,"hybrid","SPLINTR","chemoDay5_2",0.95260663507109,0.1,0.08
"1456",1618,"hybrid","SPLINTR","chemoDay5_2",0.95260663507109,0.15,0.08
"1457",1619,"hybrid","SPLINTR","chemoDay5_2",0.95260663507109,0.2,0.08
"1458",1620,"hybrid","SPLINTR","chemoDay5_2",0.95260663507109,0.25,0.08
"1459",1621,"hybrid","SPLINTR","chemoDay7_1",0.94620253164557,0.05,0.08
"1460",1622,"hybrid","SPLINTR","chemoDay7_1",0.94620253164557,0.08,0.08
"1461",1623,"hybrid","SPLINTR","chemoDay7_1",0.94620253164557,0.1,0.08
"1462",1624,"hybrid","SPLINTR","chemoDay7_1",0.94620253164557,0.15,0.08
"1463",1625,"hybrid","SPLINTR","chemoDay7_1",0.94620253164557,0.2,0.08
"1464",1626,"hybrid","SPLINTR","chemoDay7_1",0.94620253164557,0.25,0.08
"1465",1627,"hybrid","SPLINTR","chemoDay7_2",0.954277286135693,0.05,0.08
"1466",1628,"hybrid","SPLINTR","chemoDay7_2",0.954277286135693,0.08,0.08
"1467",1629,"hybrid","SPLINTR","chemoDay7_2",0.954277286135693,0.1,0.08
"1468",1630,"hybrid","SPLINTR","chemoDay7_2",0.954277286135693,0.15,0.08
"1469",1631,"hybrid","SPLINTR","chemoDay7_2",0.954277286135693,0.2,0.08
