"","X","condition","dataset","sample","TNR","dbl_exp","dbl_act"
"851",923,"scDblFinder","LARRY","LSK_d4_2_1",0.918738049713193,0.2,0.08
"852",924,"scDblFinder","LARRY","LSK_d4_2_1",0.919694072657744,0.25,0.08
"853",925,"scDblFinder","LARRY","LSK_d4_2_2",0.915760869565217,0.05,0.08
"854",926,"scDblFinder","LARRY","LSK_d4_2_2",0.916440217391304,0.08,0.08
"855",927,"scDblFinder","LARRY","LSK_d4_2_2",0.918478260869565,0.1,0.08
"856",928,"scDblFinder","LARRY","LSK_d4_2_2",0.917119565217391,0.15,0.08
"857",929,"scDblFinder","LARRY","LSK_d4_2_2",0.917798913043478,0.2,0.08
"858",930,"scDblFinder","LARRY","LSK_d4_2_2",0.921195652173913,0.25,0.08
"859",931,"scDblFinder","LARRY","LSK_d4_2_3",0.917978458989229,0.05,0.08
"860",932,"scDblFinder","LARRY","LSK_d4_2_3",0.916321458160729,0.08,0.08
"861",933,"scDblFinder","LARRY","LSK_d4_2_3",0.917149958574979,0.1,0.08
"862",934,"scDblFinder","LARRY","LSK_d4_2_3",0.915492957746479,0.15,0.08
"863",935,"scDblFinder","LARRY","LSK_d4_2_3",0.91963545981773,0.2,0.08
"864",936,"scDblFinder","LARRY","LSK_d4_2_3",0.917149958574979,0.25,0.08
"865",937,"scDblFinder","LARRY","LSK_d6_1_1",0.931082331174838,0.05,0.08
"866",938,"scDblFinder","LARRY","LSK_d6_1_1",0.934782608695652,0.08,0.08
"867",939,"scDblFinder","LARRY","LSK_d6_1_1",0.928307123034228,0.1,0.08
"868",940,"scDblFinder","LARRY","LSK_d6_1_1",0.934782608695652,0.15,0.08
"869",941,"scDblFinder","LARRY","LSK_d6_1_1",0.935245143385754,0.2,0.08
"870",942,"scDblFinder","LARRY","LSK_d6_1_1",0.932932469935245,0.25,0.08
"871",943,"scDblFinder","LARRY","LSK_d6_1_2",0.935461956521739,0.05,0.08
"872",944,"scDblFinder","LARRY","LSK_d6_1_2",0.93648097826087,0.08,0.08
"873",945,"scDblFinder","LARRY","LSK_d6_1_2",0.939198369565217,0.1,0.08
"874",946,"scDblFinder","LARRY","LSK_d6_1_2",0.939877717391304,0.15,0.08
"875",947,"scDblFinder","LARRY","LSK_d6_1_2",0.937160326086957,0.2,0.08
"876",948,"scDblFinder","LARRY","LSK_d6_1_2",0.938858695652174,0.25,0.08
"877",949,"scDblFinder","LARRY","LSK_d6_1_3",0.930253623188406,0.05,0.08
"878",950,"scDblFinder","LARRY","LSK_d6_1_3",0.935235507246377,0.08,0.08
"879",951,"scDblFinder","LARRY","LSK_d6_1_3",0.928894927536232,0.1,0.08
"880",952,"scDblFinder","LARRY","LSK_d6_1_3",0.941576086956522,0.15,0.08
"881",953,"scDblFinder","LARRY","LSK_d6_1_3",0.929800724637681,0.2,0.08
"882",954,"scDblFinder","LARRY","LSK_d6_1_3",0.940670289855073,0.25,0.08
"883",955,"scDblFinder","LARRY","LSK_d6_2_1",0.930906639703404,0.05,0.08
"884",956,"scDblFinder","LARRY","LSK_d6_2_1",0.927536231884058,0.08,0.08
"885",957,"scDblFinder","LARRY","LSK_d6_2_1",0.933265925176946,0.1,0.08
"886",958,"scDblFinder","LARRY","LSK_d6_2_1",0.930906639703404,0.15,0.08
"887",959,"scDblFinder","LARRY","LSK_d6_2_1",0.931917762049208,0.2,0.08
"888",960,"scDblFinder","LARRY","LSK_d6_2_1",0.930906639703404,0.25,0.08
"889",961,"scDblFinder","LARRY","LSK_d6_2_2",0.929746670148864,0.05,0.08
"890",962,"scDblFinder","LARRY","LSK_d6_2_2",0.932619482893706,0.08,0.08
"891",963,"scDblFinder","LARRY","LSK_d6_2_2",0.939670932358318,0.1,0.08
"892",964,"scDblFinder","LARRY","LSK_d6_2_2",0.942282580308174,0.15,0.08
"893",965,"scDblFinder","LARRY","LSK_d6_2_2",0.937059284408462,0.2,0.08
"894",966,"scDblFinder","LARRY","LSK_d6_2_2",0.934969966048577,0.25,0.08
"895",967,"scDblFinder","LARRY","LSK_d6_2_3",0.933457134014237,0.05,0.08
"896",968,"scDblFinder","LARRY","LSK_d6_2_3",0.935933147632312,0.08,0.08
"897",969,"scDblFinder","LARRY","LSK_d6_2_3",0.936242649334571,0.1,0.08
"898",970,"scDblFinder","LARRY","LSK_d6_2_3",0.938409161250387,0.15,0.08
"899",971,"scDblFinder","LARRY","LSK_d6_2_3",0.938718662952646,0.2,0.08
"900",972,"scDblFinder","LARRY","LSK_d6_2_3",0.940266171463943,0.25,0.08
"901",973,"scDblFinder","Jiang et al.","10kbarsiblingA",0.924314660309893,0.05,0.08
"902",974,"scDblFinder","Jiang et al.","10kbarsiblingA",0.925506555423123,0.08,0.08
"903",975,"scDblFinder","Jiang et al.","10kbarsiblingA",0.923122765196663,0.1,0.08
"904",976,"scDblFinder","Jiang et al.","10kbarsiblingA",0.926698450536353,0.15,0.08
"905",977,"scDblFinder","Jiang et al.","10kbarsiblingA",0.925506555423123,0.2,0.08
"906",978,"scDblFinder","Jiang et al.","10kbarsiblingA",0.924314660309893,0.25,0.08
"907",979,"scDblFinder","Jiang et al.","10kbarsiblingB",0.926482213438735,0.05,0.08
"908",980,"scDblFinder","Jiang et al.","10kbarsiblingB",0.921739130434783,0.08,0.08
"909",981,"scDblFinder","Jiang et al.","10kbarsiblingB",0.925691699604743,0.1,0.08
"910",982,"scDblFinder","Jiang et al.","10kbarsiblingB",0.925691699604743,0.15,0.08
"911",983,"scDblFinder","Jiang et al.","10kbarsiblingB",0.924901185770751,0.2,0.08
"912",984,"scDblFinder","Jiang et al.","10kbarsiblingB",0.923320158102767,0.25,0.08
"913",1015,"scDblFinder","SPLINTR","chemoDay2_1",0.926332288401254,0.05,0.08
"914",1016,"scDblFinder","SPLINTR","chemoDay2_1",0.931818181818182,0.08,0.08
"915",1017,"scDblFinder","SPLINTR","chemoDay2_1",0.931034482758621,0.1,0.08
"916",1018,"scDblFinder","SPLINTR","chemoDay2_1",0.932601880877743,0.15,0.08
"917",1019,"scDblFinder","SPLINTR","chemoDay2_1",0.931818181818182,0.2,0.08
"918",1020,"scDblFinder","SPLINTR","chemoDay2_1",0.931034482758621,0.25,0.08
"919",1021,"scDblFinder","SPLINTR","chemoDay2_2",0.923395445134576,0.05,0.08
"920",1022,"scDblFinder","SPLINTR","chemoDay2_2",0.921325051759834,0.08,0.08
"921",1023,"scDblFinder","SPLINTR","chemoDay2_2",0.922360248447205,0.1,0.08
"922",1024,"scDblFinder","SPLINTR","chemoDay2_2",0.921325051759834,0.15,0.08
"923",1025,"scDblFinder","SPLINTR","chemoDay2_2",0.922360248447205,0.2,0.08
"924",1026,"scDblFinder","SPLINTR","chemoDay2_2",0.921325051759834,0.25,0.08
"925",1027,"scDblFinder","SPLINTR","chemoDay5_1",0.932330827067669,0.05,0.08
"926",1028,"scDblFinder","SPLINTR","chemoDay5_1",0.929108485499463,0.08,0.08
"927",1029,"scDblFinder","SPLINTR","chemoDay5_1",0.9312567132116,0.1,0.08
"928",1030,"scDblFinder","SPLINTR","chemoDay5_1",0.932330827067669,0.15,0.08
"929",1031,"scDblFinder","SPLINTR","chemoDay5_1",0.930182599355532,0.2,0.08
"930",1032,"scDblFinder","SPLINTR","chemoDay5_1",0.936627282491944,0.25,0.08
"931",1033,"scDblFinder","SPLINTR","chemoDay5_2",0.933649289099526,0.05,0.08
"932",1034,"scDblFinder","SPLINTR","chemoDay5_2",0.933649289099526,0.08,0.08
"933",1035,"scDblFinder","SPLINTR","chemoDay5_2",0.928909952606635,0.1,0.08
"934",1036,"scDblFinder","SPLINTR","chemoDay5_2",0.928909952606635,0.15,0.08
"935",1037,"scDblFinder","SPLINTR","chemoDay5_2",0.933649289099526,0.2,0.08
"936",1038,"scDblFinder","SPLINTR","chemoDay5_2",0.933649289099526,0.25,0.08
"937",1039,"scDblFinder","SPLINTR","chemoDay7_1",0.92879746835443,0.05,0.08
"938",1040,"scDblFinder","SPLINTR","chemoDay7_1",0.933544303797468,0.08,0.08
"939",1041,"scDblFinder","SPLINTR","chemoDay7_1",0.931962025316456,0.1,0.08
"940",1042,"scDblFinder","SPLINTR","chemoDay7_1",0.92879746835443,0.15,0.08
"941",1043,"scDblFinder","SPLINTR","chemoDay7_1",0.930379746835443,0.2,0.08
"942",1044,"scDblFinder","SPLINTR","chemoDay7_1",0.927215189873418,0.25,0.08
"943",1045,"scDblFinder","SPLINTR","chemoDay7_2",0.935103244837758,0.05,0.08
"944",1046,"scDblFinder","SPLINTR","chemoDay7_2",0.932153392330384,0.08,0.08
"945",1047,"scDblFinder","SPLINTR","chemoDay7_2",0.935103244837758,0.1,0.08
"946",1048,"scDblFinder","SPLINTR","chemoDay7_2",0.927728613569322,0.15,0.08
"947",1049,"scDblFinder","SPLINTR","chemoDay7_2",0.933628318584071,0.2,0.08
"948",1050,"scDblFinder","SPLINTR","chemoDay7_2",0.936578171091445,0.25,0.08
"949",1051,"scDblFinder","SPLINTR","chemoKRASBaseline_1",0.922060276679842,0.05,0.08
"950",1052,"scDblFinder","SPLINTR","chemoKRASBaseline_1",0.923542490118577,0.08,0.08
"951",1053,"scDblFinder","SPLINTR","chemoKRASBaseline_1",0.922430830039526,0.1,0.08
"952",1054,"scDblFinder","SPLINTR","chemoKRASBaseline_1",0.922307312252964,0.15,0.08
"953",1055,"scDblFinder","SPLINTR","chemoKRASBaseline_1",0.923666007905138,0.2,0.08
"954",1056,"scDblFinder","SPLINTR","chemoKRASBaseline_1",0.924036561264822,0.25,0.08
"955",1057,"scDblFinder","SPLINTR","chemoKRASBaseline_2",0.92272623660816,0.05,0.08
"956",1058,"scDblFinder","SPLINTR","chemoKRASBaseline_2",0.921928424891726,0.08,0.08
"957",1059,"scDblFinder","SPLINTR","chemoKRASBaseline_2",0.922612263505813,0.1,0.08
"958",1060,"scDblFinder","SPLINTR","chemoKRASBaseline_2",0.923979940733987,0.15,0.08
"959",1061,"scDblFinder","SPLINTR","chemoKRASBaseline_2",0.922384317301117,0.2,0.08
"960",1062,"scDblFinder","SPLINTR","chemoKRASBaseline_2",0.924093913836335,0.25,0.08
"961",1063,"scDblFinder","SPLINTR","chemoVehicle_1",0.9284140969163,0.05,0.08
"962",1064,"scDblFinder","SPLINTR","chemoVehicle_1",0.927312775330396,0.08,0.08
"963",1065,"scDblFinder","SPLINTR","chemoVehicle_1",0.927312775330396,0.1,0.08
"964",1066,"scDblFinder","SPLINTR","chemoVehicle_1",0.926211453744493,0.15,0.08
"965",1067,"scDblFinder","SPLINTR","chemoVehicle_1",0.926211453744493,0.2,0.08
"966",1068,"scDblFinder","SPLINTR","chemoVehicle_1",0.927312775330396,0.25,0.08
"967",1069,"scDblFinder","SPLINTR","chemoVehicle_2",0.923538230884558,0.05,0.08
"968",1070,"scDblFinder","SPLINTR","chemoVehicle_2",0.923538230884558,0.08,0.08
"969",1071,"scDblFinder","SPLINTR","chemoVehicle_2",0.923538230884558,0.1,0.08
"970",1072,"scDblFinder","SPLINTR","chemoVehicle_2",0.92503748125937,0.15,0.08
"971",1073,"scDblFinder","SPLINTR","chemoVehicle_2",0.92503748125937,0.2,0.08
"972",1074,"scDblFinder","SPLINTR","chemoVehicle_2",0.928035982008996,0.25,0.08
"973",1075,"scDblFinder","SPLINTR","inVitro_FLT3",0.919038583175206,0.05,0.08
"974",1076,"scDblFinder","SPLINTR","inVitro_FLT3",0.919987349778621,0.08,0.08
"975",1077,"scDblFinder","SPLINTR","inVitro_FLT3",0.919354838709677,0.1,0.08
"976",1078,"scDblFinder","SPLINTR","inVitro_FLT3",0.920619860847565,0.15,0.08
"977",1079,"scDblFinder","SPLINTR","inVitro_FLT3",0.92156862745098,0.2,0.08
"978",1080,"scDblFinder","SPLINTR","inVitro_FLT3",0.922517394054396,0.25,0.08
"979",1087,"scDblFinder","SPLINTR","inVitro_MLL_1",0.918349989368488,0.05,0.08
"980",1088,"scDblFinder","SPLINTR","inVitro_MLL_1",0.919838401020625,0.08,0.08
"981",1089,"scDblFinder","SPLINTR","inVitro_MLL_1",0.918349989368488,0.1,0.08
"982",1090,"scDblFinder","SPLINTR","inVitro_MLL_1",0.921964703380821,0.15,0.08
"983",1091,"scDblFinder","SPLINTR","inVitro_MLL_1",0.923665745268977,0.2,0.08
"984",1092,"scDblFinder","SPLINTR","inVitro_MLL_1",0.923240484796938,0.25,0.08
"985",1093,"scDblFinder","SPLINTR","inVitro_MLL_2",0.932624113475177,0.05,0.08
"986",1094,"scDblFinder","SPLINTR","inVitro_MLL_2",0.931104356636272,0.08,0.08
"987",1095,"scDblFinder","SPLINTR","inVitro_MLL_2",0.933637284701115,0.1,0.08
"988",1096,"scDblFinder","SPLINTR","inVitro_MLL_2",0.931104356636272,0.15,0.08
"989",1097,"scDblFinder","SPLINTR","inVitro_MLL_2",0.930260047281324,0.2,0.08
"990",1098,"scDblFinder","SPLINTR","inVitro_MLL_2",0.927558257345491,0.25,0.08
"991",1111,"scDblFinder","TREX","brain2",0.964455728340209,0.05,0.08
"992",1112,"scDblFinder","TREX","brain2",0.966042526182164,0.08,0.08
"993",1113,"scDblFinder","TREX","brain2",0.9647730879086,0.1,0.08
"994",1114,"scDblFinder","TREX","brain2",0.966994604887337,0.15,0.08
"995",1115,"scDblFinder","TREX","brain2",0.956839098698826,0.2,0.08
"996",1116,"scDblFinder","TREX","brain2",0.959377975245954,0.25,0.08
"997",1117,"scDblFinder","TREX","brain3",0.97718162195498,0.05,0.08
"998",1118,"scDblFinder","TREX","brain3",0.975948196114709,0.08,0.08
"999",1119,"scDblFinder","TREX","brain3",0.97718162195498,0.1,0.08
"1000",1120,"scDblFinder","TREX","brain3",0.976564909034844,0.15,0.08
"1001",1121,"scDblFinder","TREX","brain3",0.975331483194573,0.2,0.08
"1002",1122,"scDblFinder","TREX","brain3",0.974406413814369,0.25,0.08
"1003",1123,"scDblFinder","TREX","brain4",0.962518463810931,0.05,0.08
"1004",1124,"scDblFinder","TREX","brain4",0.966949778434269,0.08,0.08
"1005",1125,"scDblFinder","TREX","brain4",0.964180206794682,0.1,0.08
"1006",1126,"scDblFinder","TREX","brain4",0.962333825701625,0.15,0.08
"1007",1127,"scDblFinder","TREX","brain4",0.962333825701625,0.2,0.08
"1008",1128,"scDblFinder","TREX","brain4",0.963257016248154,0.25,0.08
"1009",1129,"scDblFinder","Watermelon","T47D-lag-1",0.920988934993084,0.05,0.08
"1010",1130,"scDblFinder","Watermelon","T47D-lag-1",0.921680497925311,0.08,0.08
"1011",1131,"scDblFinder","Watermelon","T47D-lag-1",0.919951590594744,0.1,0.08
"1012",1132,"scDblFinder","Watermelon","T47D-lag-1",0.923409405255878,0.15,0.08
"1013",1133,"scDblFinder","Watermelon","T47D-lag-1",0.930497925311203,0.2,0.08
"1014",1134,"scDblFinder","Watermelon","T47D-lag-1",0.932399723374827,0.25,0.08
"1015",1135,"scDblFinder","Watermelon","T47D-lag-2",0.922387490465294,0.05,0.08
"1016",1136,"scDblFinder","Watermelon","T47D-lag-2",0.922959572845156,0.08,0.08
"1017",1137,"scDblFinder","Watermelon","T47D-lag-2",0.922387490465294,0.1,0.08
"1018",1138,"scDblFinder","Watermelon","T47D-lag-2",0.925629290617849,0.15,0.08
"1019",1139,"scDblFinder","Watermelon","T47D-lag-2",0.927726926010679,0.2,0.08
"1020",1140,"scDblFinder","Watermelon","T47D-lag-2",0.927726926010679,0.25,0.08
"1021",1141,"scDblFinder","Watermelon","T47D-late-1",0.920948616600791,0.05,0.08
"1022",1142,"scDblFinder","Watermelon","T47D-late-1",0.919466403162055,0.08,0.08
"1023",1143,"scDblFinder","Watermelon","T47D-late-1",0.922430830039526,0.1,0.08
"1024",1144,"scDblFinder","Watermelon","T47D-late-1",0.922430830039526,0.15,0.08
"1025",1145,"scDblFinder","Watermelon","T47D-late-1",0.923666007905138,0.2,0.08
"1026",1146,"scDblFinder","Watermelon","T47D-late-1",0.924407114624506,0.25,0.08
"1027",1147,"scDblFinder","Watermelon","T47D-late-2",0.921167883211679,0.05,0.08
"1028",1148,"scDblFinder","Watermelon","T47D-late-2",0.920333680917623,0.08,0.08
"1029",1149,"scDblFinder","Watermelon","T47D-late-2",0.91970802919708,0.1,0.08
"1030",1150,"scDblFinder","Watermelon","T47D-late-2",0.92533889468196,0.15,0.08
"1031",1151,"scDblFinder","Watermelon","T47D-late-2",0.92533889468196,0.2,0.08
"1032",1152,"scDblFinder","Watermelon","T47D-late-2",0.927841501564129,0.25,0.08
"1033",1153,"scDblFinder","Watermelon","T47D-naive-1",0.919610507246377,0.05,0.08
"1034",1154,"scDblFinder","Watermelon","T47D-naive-1",0.920742753623188,0.08,0.08
"1035",1155,"scDblFinder","Watermelon","T47D-naive-1",0.920969202898551,0.1,0.08
"1036",1156,"scDblFinder","Watermelon","T47D-naive-1",0.920289855072464,0.15,0.08
"1037",1157,"scDblFinder","Watermelon","T47D-naive-1",0.920742753623188,0.2,0.08
"1038",1158,"scDblFinder","Watermelon","T47D-naive-1",0.923007246376812,0.25,0.08
"1039",1159,"scDblFinder","Watermelon","T47D-naive-2",0.921708185053381,0.05,0.08
"1040",1160,"scDblFinder","Watermelon","T47D-naive-2",0.921930604982206,0.08,0.08
"1041",1161,"scDblFinder","Watermelon","T47D-naive-2",0.922597864768683,0.1,0.08
"1042",1162,"scDblFinder","Watermelon","T47D-naive-2",0.92326512455516,0.15,0.08
"1043",1163,"scDblFinder","Watermelon","T47D-naive-2",0.921930604982206,0.2,0.08
"1044",1164,"scDblFinder","Watermelon","T47D-naive-2",0.923709964412811,0.25,0.08
"1045",1165,"hybrid","Jain et al.","1_DMSO_A",0.931488801054018,0.05,0.08
"1046",1166,"hybrid","Jain et al.","1_DMSO_A",0.932806324110672,0.08,0.08
"1047",1167,"hybrid","Jain et al.","1_DMSO_A",0.938076416337286,0.1,0.08
"1048",1168,"hybrid","Jain et al.","1_DMSO_A",0.938076416337286,0.15,0.08
"1049",1169,"hybrid","Jain et al.","1_DMSO_A",0.932806324110672,0.2,0.08
"1050",1170,"hybrid","Jain et al.","1_DMSO_A",0.936758893280632,0.25,0.08
"1051",1171,"hybrid","Jain et al.","2_DMSO_B",0.929203539823009,0.05,0.08
"1052",1172,"hybrid","Jain et al.","2_DMSO_B",0.936578171091445,0.08,0.08
"1053",1173,"hybrid","Jain et al.","2_DMSO_B",0.933628318584071,0.1,0.08
"1054",1174,"hybrid","Jain et al.","2_DMSO_B",0.933628318584071,0.15,0.08
"1055",1175,"hybrid","Jain et al.","2_DMSO_B",0.929203539823009,0.2,0.08
"1056",1176,"hybrid","Jain et al.","2_DMSO_B",0.927728613569322,0.25,0.08
"1057",1177,"hybrid","Jain et al.","3_LSD1i_A",0.930946291560102,0.05,0.08
"1058",1178,"hybrid","Jain et al.","3_LSD1i_A",0.930946291560102,0.08,0.08
"1059",1179,"hybrid","Jain et al.","3_LSD1i_A",0.933503836317136,0.1,0.08
"1060",1180,"hybrid","Jain et al.","3_LSD1i_A",0.933503836317136,0.15,0.08
"1061",1181,"hybrid","Jain et al.","3_LSD1i_A",0.928388746803069,0.2,0.08
"1062",1182,"hybrid","Jain et al.","3_LSD1i_A",0.933503836317136,0.25,0.08
"1063",1183,"hybrid","Jain et al.","4_LSD1i_B",0.927927927927928,0.05,0.08
"1064",1184,"hybrid","Jain et al.","4_LSD1i_B",0.936936936936937,0.08,0.08
"1065",1185,"hybrid","Jain et al.","4_LSD1i_B",0.936936936936937,0.1,0.08
"1066",1186,"hybrid","Jain et al.","4_LSD1i_B",0.930930930930931,0.15,0.08
"1067",1187,"hybrid","Jain et al.","4_LSD1i_B",0.930930930930931,0.2,0.08
"1068",1188,"hybrid","Jain et al.","4_LSD1i_B",0.930930930930931,0.25,0.08
"1069",1189,"hybrid","Jain et al.","5_DOT1Li_A",0.931481481481481,0.05,0.08
"1070",1190,"hybrid","Jain et al.","5_DOT1Li_A",0.935185185185185,0.08,0.08
"1071",1191,"hybrid","Jain et al.","5_DOT1Li_A",0.938888888888889,0.1,0.08
"1072",1192,"hybrid","Jain et al.","5_DOT1Li_A",0.933333333333333,0.15,0.08
"1073",1193,"hybrid","Jain et al.","5_DOT1Li_A",0.938888888888889,0.2,0.08
"1074",1194,"hybrid","Jain et al.","5_DOT1Li_A",0.933333333333333,0.25,0.08
"1075",1195,"hybrid","Jain et al.","6_DOT1Li_B",0.941011235955056,0.05,0.08
"1076",1196,"hybrid","Jain et al.","6_DOT1Li_B",0.921348314606742,0.08,0.08
"1077",1197,"hybrid","Jain et al.","6_DOT1Li_B",0.935393258426966,0.1,0.08
"1078",1198,"hybrid","Jain et al.","6_DOT1Li_B",0.932584269662921,0.15,0.08
"1079",1199,"hybrid","Jain et al.","6_DOT1Li_B",0.935393258426966,0.2,0.08
"1080",1200,"hybrid","Jain et al.","6_DOT1Li_B",0.938202247191011,0.25,0.08
"1081",1201,"hybrid","CellTag-multi","B4D21-RNA-r2-1",0.937296657793552,0.05,0.08
"1082",1202,"hybrid","CellTag-multi","B4D21-RNA-r2-1",0.937592428275658,0.08,0.08
"1083",1203,"hybrid","CellTag-multi","B4D21-RNA-r2-1",0.938479739721976,0.1,0.08
"1084",1204,"hybrid","CellTag-multi","B4D21-RNA-r2-1",0.937296657793552,0.15,0.08
"1085",1205,"hybrid","CellTag-multi","B4D21-RNA-r2-1",0.941141674060929,0.2,0.08
"1086",1206,"hybrid","CellTag-multi","B4D21-RNA-r2-1",0.940550133096717,0.25,0.08
"1087",1207,"hybrid","CellTag-multi","d2-RNA-5",0.949720670391061,0.05,0.08
"1088",1208,"hybrid","CellTag-multi","d2-RNA-5",0.948124501197127,0.08,0.08
"1089",1209,"hybrid","CellTag-multi","d2-RNA-5",0.946528332003192,0.1,0.08
"1090",1210,"hybrid","CellTag-multi","d2-RNA-5",0.949720670391061,0.15,0.08
"1091",1211,"hybrid","CellTag-multi","d2-RNA-5",0.944932162809258,0.2,0.08
"1092",1212,"hybrid","CellTag-multi","d2-RNA-5",0.943335993615323,0.25,0.08
"1093",1213,"hybrid","ClonMapper","FM1",0.935718440954043,0.05,0.08
"1094",1214,"hybrid","ClonMapper","FM1",0.934845840605003,0.08,0.08
"1095",1215,"hybrid","ClonMapper","FM1",0.93542757417103,0.1,0.08
"1096",1216,"hybrid","ClonMapper","FM1",0.933391506689936,0.15,0.08
"1097",1217,"hybrid","ClonMapper","FM1",0.935136707388016,0.2,0.08
"1098",1218,"hybrid","ClonMapper","FM1",0.933391506689936,0.25,0.08
"1099",1219,"hybrid","ClonMapper","FM7",0.940821256038647,0.05,0.08
"1100",1220,"hybrid","ClonMapper","FM7",0.939613526570048,0.08,0.08
"1101",1221,"hybrid","ClonMapper","FM7",0.940579710144928,0.1,0.08
"1102",1222,"hybrid","ClonMapper","FM7",0.943236714975845,0.15,0.08
"1103",1223,"hybrid","ClonMapper","FM7",0.940096618357488,0.2,0.08
"1104",1224,"hybrid","ClonMapper","FM7",0.943236714975845,0.25,0.08
"1105",1225,"hybrid","ClonMapper","TP0",0.939902948861515,0.05,0.08
"1106",1226,"hybrid","ClonMapper","TP0",0.939156401642404,0.08,0.08
"1107",1227,"hybrid","ClonMapper","TP0",0.941396043299739,0.1,0.08
"1108",1228,"hybrid","ClonMapper","TP0",0.941396043299739,0.15,0.08
"1109",1229,"hybrid","ClonMapper","TP0",0.938036580813736,0.2,0.08
"1110",1230,"hybrid","ClonMapper","TP0",0.941396043299739,0.25,0.08
"1111",1231,"hybrid","ClonMapper","TP0_5",0.94309087675618,0.05,0.08
"1112",1232,"hybrid","ClonMapper","TP0_5",0.941668148675085,0.08,0.08
"1113",1233,"hybrid","ClonMapper","TP0_5",0.942379512715632,0.1,0.08
"1114",1234,"hybrid","ClonMapper","TP0_5",0.942913035746043,0.15,0.08
"1115",1235,"hybrid","ClonMapper","TP0_5",0.941845989685221,0.2,0.08
"1116",1236,"hybrid","ClonMapper","TP0_5",0.942913035746043,0.25,0.08
"1117",1237,"hybrid","Goyal et al. 1","sample1",0.950741063644289,0.05,0.08
"1118",1238,"hybrid","Goyal et al. 1","sample1",0.949869224062772,0.08,0.08
"1119",1239,"hybrid","Goyal et al. 1","sample1",0.94768962510898,0.1,0.08
"1120",1240,"hybrid","Goyal et al. 1","sample1",0.946599825632084,0.15,0.08
"1121",1241,"hybrid","Goyal et al. 1","sample1",0.94768962510898,0.2,0.08
"1122",1242,"hybrid","Goyal et al. 1","sample1",0.946599825632084,0.25,0.08
"1123",1243,"hybrid","Goyal et al. 1","sample2",0.949314112996977,0.05,0.08
"1124",1244,"hybrid","Goyal et al. 1","sample2",0.949546617065799,0.08,0.08
"1125",1245,"hybrid","Goyal et al. 1","sample2",0.948151592652871,0.1,0.08
"1126",1246,"hybrid","Goyal et al. 1","sample2",0.948384096721693,0.15,0.08
"1127",1247,"hybrid","Goyal et al. 1","sample2",0.948151592652871,0.2,0.08
"1128",1248,"hybrid","Goyal et al. 1","sample2",0.948384096721693,0.25,0.08
"1129",1249,"hybrid","Goyal et al. 1","sample3",0.940876841913771,0.05,0.08
"1130",1250,"hybrid","Goyal et al. 1","sample3",0.939603420047299,0.08,0.08
"1131",1251,"hybrid","Goyal et al. 1","sample3",0.941058759323267,0.1,0.08
"1132",1252,"hybrid","Goyal et al. 1","sample3",0.939239585228306,0.15,0.08
"1133",1253,"hybrid","Goyal et al. 1","sample3",0.941058759323267,0.2,0.08
"1134",1254,"hybrid","Goyal et al. 1","sample3",0.939239585228306,0.25,0.08
"1135",1255,"hybrid","Goyal et al. 1","sample4",0.946463335496431,0.05,0.08
"1136",1256,"hybrid","Goyal et al. 1","sample4",0.946138870863076,0.08,0.08
"1137",1257,"hybrid","Goyal et al. 1","sample4",0.944516547696301,0.1,0.08
"1138",1258,"hybrid","Goyal et al. 1","sample4",0.946138870863076,0.15,0.08
"1139",1259,"hybrid","Goyal et al. 1","sample4",0.944516547696301,0.2,0.08
"1140",1260,"hybrid","Goyal et al. 1","sample4",0.946138870863076,0.25,0.08
"1141",1261,"hybrid","Goyal et al. 2","1-1uMPLX",0.946381205001895,0.05,0.08
"1142",1262,"hybrid","Goyal et al. 2","1-1uMPLX",0.945054945054945,0.08,0.08
"1143",1263,"hybrid","Goyal et al. 2","1-1uMPLX",0.945054945054945,0.1,0.08
"1144",1264,"hybrid","Goyal et al. 2","1-1uMPLX",0.945054945054945,0.15,0.08
"1145",1265,"hybrid","Goyal et al. 2","1-1uMPLX",0.945054945054945,0.2,0.08
"1146",1266,"hybrid","Goyal et al. 2","1-1uMPLX",0.945054945054945,0.25,0.08
"1147",1267,"hybrid","Goyal et al. 2","2-100nMPLX",0.939162881245944,0.05,0.08
"1148",1268,"hybrid","Goyal et al. 2","2-100nMPLX",0.939811810512654,0.08,0.08
"1149",1269,"hybrid","Goyal et al. 2","2-100nMPLX",0.939811810512654,0.1,0.08
"1150",1270,"hybrid","Goyal et al. 2","2-100nMPLX",0.939811810512654,0.15,0.08
"1151",1271,"hybrid","Goyal et al. 2","2-100nMPLX",0.939811810512654,0.2,0.08
"1152",1272,"hybrid","Goyal et al. 2","2-100nMPLX",0.939811810512654,0.25,0.08
"1153",1273,"hybrid","Goyal et al. 2","3-5nMT",0.944342132187436,0.05,0.08
"1154",1274,"hybrid","Goyal et al. 2","3-5nMT",0.942909760589319,0.08,0.08
"1155",1275,"hybrid","Goyal et al. 2","3-5nMT",0.942909760589319,0.1,0.08
"1156",1276,"hybrid","Goyal et al. 2","3-5nMT",0.942909760589319,0.15,0.08
"1157",1277,"hybrid","Goyal et al. 2","3-5nMT",0.942909760589319,0.2,0.08
"1158",1278,"hybrid","Goyal et al. 2","3-5nMT",0.942909760589319,0.25,0.08
